Id,Content
Zuoyequnxing_8_27,"祓淨往人時，緋雪遇到了過去曾見到的，與自己的姐姐巫女玉露曾有過交集的小姑娘甘奈——原來她也早已死去，而且也失去了自己姐姐。
為了安撫女孩，她與之約定一同製作美味的紅豆布丁。甘奈的執念在眼前消散，緋雪想起故人，沉默無言。"
Zuoyequnxing_9_1,（紅豆布丁……我記得，玉露姐很喜歡吃這類甜食。）
Zuoyequnxing_9_2,（……這次，能尋到她的影蹤，將之祓淨嗎？）
Zuoyequnxing_21036_1,今天是鳴式被擊退的紀念日，會提前下班，要不要一起去吃飯？
Zuoyequnxing_21036_2,去給家裡的小朋友買灼櫻巫女的周邊和紀念冊。
Zuoyequnxing_21036_3,少來，明明是你自己想要吧？
Zuoyequnxing_21037_1,哇……好苦，你怎麼喝得慣這個？
Zuoyequnxing_21037_2,你平時喝的茶才苦呢，這可是進口的咖啡豆！
Zuoyequnxing_21037_3,啊哈，是不是她故意藏著好茶沒給你？她剛訂了兩罐上好的玉露茶喔。
Zuoyequnxing_21037_4,欸欸欸，別說出來啊，還想著過幾天她生日的時候再拿出來……
Zuoyequnxing_21038_1,最近發售的漫畫怎麼樣？打鳴式的題材我已經看膩了。
Zuoyequnxing_21038_2,我倒是還挺喜歡這題材的，即便在現實世界，鳴式可還沒有完全被解決喔。
Zuoyequnxing_21038_3,我知道我知道，我們是有巫女大人們護著，才能這麼悠哉地過日子。
Zuoyequnxing_21038_4,唉，少些這種題材也好，不然都以為鳴式很好解決呢……
Zuoyequnxing_21039_1,我親眼拜見過巫女大人喔……
Zuoyequnxing_21040_1,就在昨天，我親眼看到了灼櫻巫女大人哦？
Zuoyequnxing_21040_2,俐落的白頭髮，銳利的紅眼睛，還有那把刀——竟然只是空刀鞘！
Zuoyequnxing_21040_3,傳說，她之前是用路邊隨手摺下的櫻花樹枝化作了神刀，就那樣擊退了鳴式！
Zuoyequnxing_21040_4,傳說一定是真的！不愧是無敵的葦原當世最強！
Zuoyequnxing_21040_5,這不是最近發售的漫畫的情節嗎……？
Zuoyequnxing_21040_6,哼哼，你好好想想漫畫的出版方是誰？為什麼只用「雪」做筆名，從來不露真名？
Zuoyequnxing_21040_7,肯定是因為——！
Zuoyequnxing_21040_8,作者就是灼櫻內部人士！那本漫畫完全就是歷史書！
Zuoyequnxing_21041_1,快走快走！晚點就要講完啦！
Zuoyequnxing_21041_2,啊……一定要聽他講嗎……直接去買漫畫不就好了？
Zuoyequnxing_100_1,按照分給我的任務……還差最後一處。
Zuoyequnxing_101_1,第二個。
Zuoyequnxing_101_2,收到，動作很快嘛。
Zuoyequnxing_101_3,大家的進度都不錯，別太心急，要記得小心些。
Zuoyequnxing_101_4,好。
Zuoyequnxing_102_1,這裡就是最後一個了吧？
Zuoyequnxing_102_2,嗯。
Zuoyequnxing_103_1,結束了，傳給洛瑟菈後就準備回去吧。
Zuoyequnxing_104_1,第三個。
Zuoyequnxing_104_2,收到，準備回來吧，進度基本完成了。
Zuoyequnxing_104_3,有部分區域不太安全，其他人的情況都還好嗎？
Zuoyequnxing_104_4,放心，我們有分派人手專門負責安全問題，你先回來吧。
Zuoyequnxing_105_1,幸好有大家一起幫忙，符文收集的進度很快嘛。
Zuoyequnxing_105_2,嗯，希望西格莉卡那邊也能順利。
Zuoyequnxing_105_3,剛才你搜索符文時，我特意試著感覺了一下，每個符文處的頻率痕跡好像都不一樣。
Zuoyequnxing_105_4,明明切實地留下過痕跡，遺留的頻率卻稀薄得幾乎感受不到……
Zuoyequnxing_106_1,怎麼了？
Zuoyequnxing_106_2,啊，前輩你回來了。
Zuoyequnxing_106_3,符文的解析工作已經完成了，但是現在我們沒辦法解讀出它們構成的含義。
Zuoyequnxing_106_4,尤其是那些重疊的座標，雖然已經試過不同的通用解析式了，但是都存在矛盾的地方。
Zuoyequnxing_106_5,符文的事我不太懂，但……我們這裡還有一位與羅伊符文共鳴的專家不是嗎？
Zuoyequnxing_106_6,欸……我、我嗎？
Zuoyequnxing_106_7,你有什麼想說的嗎？
Zuoyequnxing_106_8,嗯。
Zuoyequnxing_106_9,……這些文字在我感覺中，不是在一張紙上的，而是在一個球上的。
Zuoyequnxing_106_10,大概是這麼大個，然後這兩個的相對位置大概是這樣的。
Zuoyequnxing_106_11,三維座標……正交投影……
Zuoyequnxing_106_12,以資料庫中的爐芯光照為深度資訊進行還原的話……
Zuoyequnxing_106_13,是地圖……那些羅伊符文傳遞給我們的是一幅球形地圖。
Zuoyequnxing_106_14,這兩個地方是……？
Zuoyequnxing_106_15,球面上的那個是隧門的位置，球心的那個……資訊太少，無法推斷。
Zuoyequnxing_106_16,但僅從幾何意義上來講，它是整個地圖的原點。
Zuoyequnxing_106_17,是隧者，那一定是隧者在虛質空間的位置。
Zuoyequnxing_106_18,這是在虛質空間中，唯一一個難以被磨滅的事物，這便是愛彌斯想向我傳遞的道標。
Zuoyequnxing_106_19,隧錨附近的汙染，已經嚴重到了無法觀測到正常空間參數的地步。你無法通過隧門再次進入虛質深處。
Zuoyequnxing_106_20,我聽洛瑟菈說，黯原還有一道被封印的裂隙。
Zuoyequnxing_106_21,呵呵，那裡由特別對策組的緋雪解開封印後，確實可以作為新的通道。
Zuoyequnxing_106_22,但是{PlayerName}，在失去隧者的當下，你難道要親身進入隧門背後尋找它嗎？
Zuoyequnxing_106_23,如果有了明確的地圖，我應該能在分離力量失效前，找回隧者。
Zuoyequnxing_106_24,……令人心動的提議，我很難找到拒絕的理由。
Zuoyequnxing_106_25,不過隧者的能源已經見底，就算你找回了隧者的機體，恐怕也沒辦法將它帶回。
Zuoyequnxing_106_26,那就再約定一個時限吧。
Zuoyequnxing_106_27,在「夜幕」閉合前，如果我向你們發射了隧者的信號。
Zuoyequnxing_106_28,就請考慮將擬似爐芯託付給我和隧者吧。
Zuoyequnxing_106_29,考慮……你將選擇權完全交給了我們？
Zuoyequnxing_106_30,不是選擇權……
Zuoyequnxing_106_31,是信任。
Zuoyequnxing_106_32,我並不是說，堅信你們一定會將爐芯託付給我。
Zuoyequnxing_106_33,而是信任在外界的你們，能做出更加專業和準確的判斷，不論那是一個怎樣的結果。
Zuoyequnxing_106_34,……隧者足夠珍貴，值得冒險。這個提案我同意了。
Zuoyequnxing_106_35,收集了磁帶所示的羅伊符文後，西格莉卡也參與了對它們的解析。她認為這些符文並非描繪在二維平面上，而是類似球體座標。這可能是隧者在虛質空間所處的座標，你因此決定再度前往門後，倘若你成功找回隧者，深空聯合或許可以將擬似爐芯託付給你和隧者——你將判斷權交給了他們。
Zuoyequnxing_107_1,臨時指揮部剛從虛質磁暴的前沿撤回來了，花了些時間。
Zuoyequnxing_107_2,情況我已經了解了，抱歉，我剛才應該到場才是。
Zuoyequnxing_107_3,沒關係，已經談妥了。
Zuoyequnxing_107_4,沒關係，已經談妥了。
Zuoyequnxing_107_5,出發前，我有事情想和你談談。
Zuoyequnxing_107_6,研究院門口等你。
Zuoyequnxing_111_1,給，地下黯原最新的詳細地圖都在裡面了。
Zuoyequnxing_111_2,那些汙染會影響的可不只是隧群和生物，原本的道路現在也成了禁止通行的區域。
Zuoyequnxing_111_3,不過，路是死的，人是活的。緋雪花了些時間總算找到了通路。
Zuoyequnxing_111_4,那位巫女？
Zuoyequnxing_111_5,嗯，她在那之後一直在黯原暗中活動，之後會接應你的。
Zuoyequnxing_111_6,她還讓我告訴你，她曾在黯原遭遇過殘星會，失蹤的達妮婭也在那裡。
Zuoyequnxing_111_7,她為什麼要跟我說這個？
Zuoyequnxing_111_8,嗯……以她心眼的實在程度……
Zuoyequnxing_111_9,應該只是覺得你會想知道這個，或者是表明她沒有什麼隱瞞吧？
Zuoyequnxing_111_10,那我出發了。
Zuoyequnxing_111_11,等一下。
Zuoyequnxing_111_12,看著我的眼睛。
Zuoyequnxing_111_13,洛瑟菈……？
Zuoyequnxing_111_14,安心，只是共鳴能力而已，你見過的。
Zuoyequnxing_111_15,我會把此刻的記憶淬成子彈，銘刻下你的名字、你的樣貌以及你的過往。
Zuoyequnxing_111_16,能支撐你的，從來不止你自己的力量。
Zuoyequnxing_111_17,謝……
Zuoyequnxing_111_18,噓，這種話等回來再說吧。
Zuoyequnxing_111_19,洛瑟菈將地下黯原的地圖交給了你。她告訴你，緋雪已經在黯原等待接應你了。
Zuoyequnxing_112_1,（地下黯原的另一入口……該去浮光林了。）
Zuoyequnxing_114_1,啾嚕……
Zuoyequnxing_114_2,（它看起來已經完全被虛質汙染了……下面的情況或許比想像的更差。）
Zuoyequnxing_114_3,（冰霜似乎在延緩它被虛質侵蝕的速度，這頻率……似乎是緋雪留下的。）
Zuoyequnxing_115_1,（好嚴重的虛質汙染……日靈們的情況也不樂觀。）
Zuoyequnxing_115_2,（這白鳥，是緋雪留下的嗎？）
Zuoyequnxing_115_3,好，帶我去找緋雪吧。
Zuoyequnxing_116_1,（這些殘破的建築，似乎都是深空聯合過去建造的……是被吞噬後漂流到這裡的嗎？）
Zuoyequnxing_117_1,（緋雪留下的痕跡……）
Zuoyequnxing_118_1,（這些植物看起來不對勁……虛質汙染造成的嗎？）
Zuoyequnxing_119_1,（……它想帶我去哪裡？）
Zuoyequnxing_120_1,……有人？
Zuoyequnxing_122_1,那孩子沒走遠，或許還在某處盯著。
Zuoyequnxing_122_2,她的樣子……看起來精神不太穩定。
Zuoyequnxing_122_3,之前和她遇到的時候，就已經是這樣了。虛質爆發也是在那之前片刻發生的。
Zuoyequnxing_122_4,緋雪，你和達妮婭交手時，有沒有看到過類似黑色的手這種東西？
Zuoyequnxing_122_5,有。
Zuoyequnxing_122_6,（看來，我之前在隧門後遇到的突變，也是達妮婭做的。）
Zuoyequnxing_122_7,（是她導致了學院內虛質的爆發嗎……）
Zuoyequnxing_122_8,洛瑟菈剛才聯繫過我，她說，你想再回一次門後。
Zuoyequnxing_122_9,原本的路已經被虛質汙染侵蝕了，不通。
Zuoyequnxing_122_10,她應該和你提到過，十幾年前，那裡被破壞出了一道裂口——現在看來，應該是殘星會做的。
Zuoyequnxing_122_11,（是陸提到過的，那道由殘星會會長製造的裂隙。也是……導致愛彌斯在模擬駕駛艙中死亡的元凶。）
Zuoyequnxing_122_12,如果他們是利用從此處提取的鳴式頻率影響了達妮婭，那麼，他們從深空聯合建立初，就已經滲透進來……
Zuoyequnxing_122_13,這次鳴式的爆發，想必也是他們為了讓那孩子掌握鳴式的力量做的。
Zuoyequnxing_122_14,或者……是那孩子體內的力量失控了。
Zuoyequnxing_122_15,過去，我將自己的一部分力量封存在那裡，用以協助日脈源木壓制鳴式的力量。
Zuoyequnxing_122_16,只要解開封印，你應該可以通過那裂隙去往門後的虛質深處。
Zuoyequnxing_122_17,好，拜託你了。
Zuoyequnxing_122_18,走吧，我們沒多少時間了。
Zuoyequnxing_122_19,總是與勝利同行的「救世主」……這次，你是來選擇拯救拉海洛的嗎？
Zuoyequnxing_122_20,"在解決達妮婭的襲擊後，你和緋雪成功會合，而達妮婭看起來精神極為不穩定，你在門後的遭遇可能也和她有關。
緋雪告訴你，十幾年前那場導致愛彌斯死亡的「裂隙」，最初是被她的部分力量所封印，她將帶你前往你的目的地。"
Zuoyequnxing_160_1,那孩子剛才的狀態……不太像是完全被控制。
Zuoyequnxing_160_2,阻攔我們的，是「達妮婭自己」。
Zuoyequnxing_160_3,走吧，我們先到上面去。
Zuoyequnxing_160_4,……嗯。
Zuoyequnxing_161_1,你認識達妮婭？
Zuoyequnxing_161_2,洛瑟菈拜託我照顧學院的孩子們，一開始她的確表現得不太正常……
Zuoyequnxing_161_3,但後來……她很努力地想融入到學生們中。也的確看起來，很開心。
Zuoyequnxing_162_1,你之前一直在這裡守著達妮婭嗎？
Zuoyequnxing_162_2,嗯……我察覺到鳴式爆發後，拜託白鳥調查，找到黯原來。
Zuoyequnxing_162_3,那孩子現在應該是被殘星會控制的狀態，從她剛才的行為看，多少還保留著一些自我意識。
Zuoyequnxing_162_4,她利用虛質磁暴四處逃，我又不想對她下殺手……總沒找到好機會。
Zuoyequnxing_163_1,稍等我一陣吧，這封印是藉由「預求身」達成——嗯，你就簡單理解成，我預取了未來自身的大量可能性，留存在此處鎮壓虛質。
Zuoyequnxing_163_2,所以解除封印，就是取回那些可能性。由我自己來就好。
Zuoyequnxing_163_3,好，那就拜託你了。
Zuoyequnxing_163_4,不過……現在阿列夫一正處於活躍期，這封印一旦打開，我沒把握再復原。
Zuoyequnxing_163_5,你在最危險的時期，選擇了最危險的做法。
